ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0022407	regulation of cell-cell adhesion	6/90	261/6656	0.14090200800177446	0.5533506405817911	0.5127549031907324	TNFRSF13C/IL4R/LAPTM5/RHOH/CD83/BLK	6
GO:0007292	female gamete generation	2/90	49/6656	0.14165856099208493	0.5533506405817911	0.5127549031907324	IL4R/BCL2	2
GO:0051147	regulation of muscle cell differentiation	2/90	49/6656	0.14165856099208493	0.5533506405817911	0.5127549031907324	MEF2C/BCL2	2
GO:0071466	cellular response to xenobiotic stimulus	2/90	49/6656	0.14165856099208493	0.5533506405817911	0.5127549031907324	CD69/MEF2C	2
GO:0097305	response to alcohol	3/90	97/6656	0.14326826298704132	0.5533506405817911	0.5127549031907324	ST6GAL1/ATP2B1/KLF2	3
GO:0010921	regulation of phosphatase activity	2/90	50/6656	0.1463245496939528	0.5533506405817911	0.5127549031907324	MEF2C/MGAT5	2
GO:0051208	sequestering of calcium ion	2/90	50/6656	0.1463245496939528	0.5533506405817911	0.5127549031907324	CD19/CAMK2D	2
GO:2001021	negative regulation of response to DNA damage stimulus	2/90	50/6656	0.1463245496939528	0.5533506405817911	0.5127549031907324	BCL2/SMCHD1	2
GO:0050673	epithelial cell proliferation	4/90	151/6656	0.14720912707808897	0.5533506405817911	0.5127549031907324	EAF2/STK4/MEF2C/POLD4	4
GO:0051259	protein complex oligomerization	3/90	99/6656	0.1496115421361417	0.5533506405817911	0.5127549031907324	MS4A1/STK4/VASP	3
GO:0001569	branching involved in blood vessel morphogenesis	1/90	12/6656	0.1508357832400653	0.5533506405817911	0.5127549031907324	STK4	1
GO:0002063	chondrocyte development	1/90	12/6656	0.1508357832400653	0.5533506405817911	0.5127549031907324	EIF2AK3	1
GO:0006244	pyrimidine nucleotide catabolic process	1/90	12/6656	0.1508357832400653	0.5533506405817911	0.5127549031907324	NEIL1	1
GO:0010574	regulation of vascular endothelial growth factor production	1/90	12/6656	0.1508357832400653	0.5533506405817911	0.5127549031907324	EIF2AK3	1
GO:0014912	negative regulation of smooth muscle cell migration	1/90	12/6656	0.1508357832400653	0.5533506405817911	0.5127549031907324	MEF2C	1
GO:0021591	ventricular system development	1/90	12/6656	0.1508357832400653	0.5533506405817911	0.5127549031907324	PAX5	1
GO:0036092	phosphatidylinositol-3-phosphate biosynthetic process	1/90	12/6656	0.1508357832400653	0.5533506405817911	0.5127549031907324	PIKFYVE	1
GO:0045652	regulation of megakaryocyte differentiation	1/90	12/6656	0.1508357832400653	0.5533506405817911	0.5127549031907324	MEF2C	1
GO:0046794	transport of virus	1/90	12/6656	0.1508357832400653	0.5533506405817911	0.5127549031907324	PIKFYVE	1
GO:0048741	skeletal muscle fiber development	1/90	12/6656	0.1508357832400653	0.5533506405817911	0.5127549031907324	BCL2	1
GO:0051238	sequestering of metal ion	1/90	12/6656	0.1508357832400653	0.5533506405817911	0.5127549031907324	FCER2	1
GO:0051385	response to mineralocorticoid	1/90	12/6656	0.1508357832400653	0.5533506405817911	0.5127549031907324	ATP2B1	1
GO:0060907	positive regulation of macrophage cytokine production	1/90	12/6656	0.1508357832400653	0.5533506405817911	0.5127549031907324	LAPTM5	1
GO:0090075	relaxation of muscle	1/90	12/6656	0.1508357832400653	0.5533506405817911	0.5127549031907324	CAMK2D	1
GO:0101023	vascular endothelial cell proliferation	1/90	12/6656	0.1508357832400653	0.5533506405817911	0.5127549031907324	MEF2C	1
GO:1900102	negative regulation of endoplasmic reticulum unfolded protein response	1/90	12/6656	0.1508357832400653	0.5533506405817911	0.5127549031907324	RACK1	1
GO:1904706	negative regulation of vascular associated smooth muscle cell proliferation	1/90	12/6656	0.1508357832400653	0.5533506405817911	0.5127549031907324	MEF2C	1
GO:1905562	regulation of vascular endothelial cell proliferation	1/90	12/6656	0.1508357832400653	0.5533506405817911	0.5127549031907324	MEF2C	1
GO:2000209	regulation of anoikis	1/90	12/6656	0.1508357832400653	0.5533506405817911	0.5127549031907324	BCL2	1
GO:0002637	regulation of immunoglobulin production	2/90	51/6656	0.15102233747481586	0.5533506405817911	0.5127549031907324	CD22/IL4R	2
GO:0008016	regulation of heart contraction	2/90	51/6656	0.15102233747481586	0.5533506405817911	0.5127549031907324	ATP2B1/CAMK2D	2
GO:0010811	positive regulation of cell-substrate adhesion	2/90	51/6656	0.15102233747481586	0.5533506405817911	0.5127549031907324	STK4/PLEKHA2	2
GO:0051216	cartilage development	2/90	51/6656	0.15102233747481586	0.5533506405817911	0.5127549031907324	EIF2AK3/MEF2C	2
GO:0016032	viral process	6/90	267/6656	0.151964460308906	0.5533506405817911	0.5127549031907324	ST6GAL1/PIKFYVE/VPS37B/USP6NL/MGAT5/BCL2	6
GO:0001655	urogenital system development	3/90	100/6656	0.15281722780661783	0.5533506405817911	0.5127549031907324	EAF2/MEF2C/BCL2	3
GO:0048638	regulation of developmental growth	3/90	100/6656	0.15281722780661783	0.5533506405817911	0.5127549031907324	STK4/MEF2C/BCL2	3
GO:2000145	regulation of cell motility	8/90	389/6656	0.15436724788021422	0.5533506405817911	0.5127549031907324	RHOH/RRAS2/STK4/MEF2C/MGAT5/RACK1/GPR18/BCL2	8
GO:0006887	exocytosis	4/90	154/6656	0.1547847122548207	0.5533506405817911	0.5127549031907324	IL4R/RAB11FIP1/BLK/LAT2	4
GO:0018108	peptidyl-tyrosine phosphorylation	4/90	154/6656	0.1547847122548207	0.5533506405817911	0.5127549031907324	BANK1/PARP14/RACK1/BLK	4
GO:1901214	regulation of neuron death	4/90	154/6656	0.1547847122548207	0.5533506405817911	0.5127549031907324	RRAS2/MEF2C/RACK1/BCL2	4
GO:0001763	morphogenesis of a branching structure	2/90	52/6656	0.15575023946228653	0.5533506405817911	0.5127549031907324	STK4/BCL2	2
GO:0001936	regulation of endothelial cell proliferation	2/90	52/6656	0.15575023946228653	0.5533506405817911	0.5127549031907324	MEF2C/POLD4	2
GO:0042116	macrophage activation	2/90	52/6656	0.15575023946228653	0.5533506405817911	0.5127549031907324	IL4R/JUND	2
GO:0043271	negative regulation of ion transport	2/90	52/6656	0.15575023946228653	0.5533506405817911	0.5127549031907324	BCL2/CAMK2D	2
GO:0048469	cell maturation	2/90	52/6656	0.15575023946228653	0.5533506405817911	0.5127549031907324	KLF2/BCL2	2
GO:0070301	cellular response to hydrogen peroxide	2/90	52/6656	0.15575023946228653	0.5533506405817911	0.5127549031907324	KLF2/RACK1	2
GO:2000241	regulation of reproductive process	2/90	52/6656	0.15575023946228653	0.5533506405817911	0.5127549031907324	EAF2/STK4	2
GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	3/90	101/6656	0.15604492709474624	0.5533506405817911	0.5127549031907324	FCER2/IL4R/MEF2C	3
GO:0006413	translational initiation	3/90	101/6656	0.15604492709474624	0.5533506405817911	0.5127549031907324	BANK1/EIF2AK3/EIF4A2	3
GO:0018212	peptidyl-tyrosine modification	4/90	155/6656	0.15734263648507638	0.5533506405817911	0.5127549031907324	BANK1/PARP14/RACK1/BLK	4
GO:0001501	skeletal system development	4/90	156/6656	0.15991654010541898	0.5533506405817911	0.5127549031907324	PAX5/EIF2AK3/MEF2C/RPL13	4
GO:0030968	endoplasmic reticulum unfolded protein response	2/90	53/6656	0.1605066095951194	0.5533506405817911	0.5127549031907324	EIF2AK3/RACK1	2
GO:1990266	neutrophil migration	2/90	53/6656	0.1605066095951194	0.5533506405817911	0.5127549031907324	PIKFYVE/RHOH	2
GO:0048646	anatomical structure formation involved in morphogenesis	8/90	394/6656	0.16225781839268066	0.5533506405817911	0.5127549031907324	IL4R/EIF2AK3/PIKFYVE/KLF2/STK4/VASP/MEF2C/CCNB1IP1	8
GO:0002467	germinal center formation	1/90	13/6656	0.16233860977654846	0.5533506405817911	0.5127549031907324	MEF2C	1
GO:0002825	regulation of T-helper 1 type immune response	1/90	13/6656	0.16233860977654846	0.5533506405817911	0.5127549031907324	IL4R	1
GO:0007200	phospholipase C-activating G protein-coupled receptor signaling pathway	1/90	13/6656	0.16233860977654846	0.5533506405817911	0.5127549031907324	GPR18	1
GO:0014808	release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	1/90	13/6656	0.16233860977654846	0.5533506405817911	0.5127549031907324	CAMK2D	1
GO:0030850	prostate gland development	1/90	13/6656	0.16233860977654846	0.5533506405817911	0.5127549031907324	EAF2	1
GO:0030889	negative regulation of B cell proliferation	1/90	13/6656	0.16233860977654846	0.5533506405817911	0.5127549031907324	BLK	1
GO:0032740	positive regulation of interleukin-17 production	1/90	13/6656	0.16233860977654846	0.5533506405817911	0.5127549031907324	LY9	1
GO:0034085	establishment of sister chromatid cohesion	1/90	13/6656	0.16233860977654846	0.5533506405817911	0.5127549031907324	STAG3	1
GO:0035162	embryonic hemopoiesis	1/90	13/6656	0.16233860977654846	0.5533506405817911	0.5127549031907324	STK4	1
GO:0036474	cell death in response to hydrogen peroxide	1/90	13/6656	0.16233860977654846	0.5533506405817911	0.5127549031907324	RACK1	1
GO:0042310	vasoconstriction	1/90	13/6656	0.16233860977654846	0.5533506405817911	0.5127549031907324	ATP2B1	1
GO:0042551	neuron maturation	1/90	13/6656	0.16233860977654846	0.5533506405817911	0.5127549031907324	BCL2	1
GO:0043302	positive regulation of leukocyte degranulation	1/90	13/6656	0.16233860977654846	0.5533506405817911	0.5127549031907324	IL4R	1
GO:0043371	negative regulation of CD4-positive, alpha-beta T cell differentiation	1/90	13/6656	0.16233860977654846	0.5533506405817911	0.5127549031907324	IL4R	1
GO:0043373	CD4-positive, alpha-beta T cell lineage commitment	1/90	13/6656	0.16233860977654846	0.5533506405817911	0.5127549031907324	LY9	1
GO:0048308	organelle inheritance	1/90	13/6656	0.16233860977654846	0.5533506405817911	0.5127549031907324	STX5	1
GO:0048313	Golgi inheritance	1/90	13/6656	0.16233860977654846	0.5533506405817911	0.5127549031907324	STX5	1
GO:0060043	regulation of cardiac muscle cell proliferation	1/90	13/6656	0.16233860977654846	0.5533506405817911	0.5127549031907324	MEF2C	1
GO:0060986	endocrine hormone secretion	1/90	13/6656	0.16233860977654846	0.5533506405817911	0.5127549031907324	RAB11FIP1	1
GO:0071027	nuclear RNA surveillance	1/90	13/6656	0.16233860977654846	0.5533506405817911	0.5127549031907324	ZCCHC7	1
GO:0072078	nephron tubule morphogenesis	1/90	13/6656	0.16233860977654846	0.5533506405817911	0.5127549031907324	BCL2	1
GO:0097284	hepatocyte apoptotic process	1/90	13/6656	0.16233860977654846	0.5533506405817911	0.5127549031907324	STK4	1
GO:1901099	negative regulation of signal transduction in absence of ligand	1/90	13/6656	0.16233860977654846	0.5533506405817911	0.5127549031907324	BCL2	1
GO:1902165	regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	1/90	13/6656	0.16233860977654846	0.5533506405817911	0.5127549031907324	BCL2	1
GO:1903204	negative regulation of oxidative stress-induced neuron death	1/90	13/6656	0.16233860977654846	0.5533506405817911	0.5127549031907324	RACK1	1
GO:1903514	release of sequestered calcium ion into cytosol by endoplasmic reticulum	1/90	13/6656	0.16233860977654846	0.5533506405817911	0.5127549031907324	CAMK2D	1
GO:2001240	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand	1/90	13/6656	0.16233860977654846	0.5533506405817911	0.5127549031907324	BCL2	1
GO:0043393	regulation of protein binding	3/90	103/6656	0.16256431924736872	0.5533506405817911	0.5127549031907324	STK4/RACK1/BLK	3
GO:0002009	morphogenesis of an epithelium	4/90	158/6656	0.1651113516417997	0.5533506405817911	0.5127549031907324	STK4/VASP/MEF2C/BCL2	4
GO:0016050	vesicle organization	5/90	215/6656	0.1651744647792885	0.5533506405817911	0.5127549031907324	PIKFYVE/VPS37B/USP8/BCL2/STX5	5
GO:0001952	regulation of cell-matrix adhesion	2/90	54/6656	0.16528983990132198	0.5533506405817911	0.5127549031907324	PLEKHA2/BCL2	2
GO:0008625	extrinsic apoptotic signaling pathway via death domain receptors	2/90	54/6656	0.16528983990132198	0.5533506405817911	0.5127549031907324	STK4/BCL2	2
GO:0010952	positive regulation of peptidase activity	3/90	104/6656	0.1658549908222799	0.5533506405817911	0.5127549031907324	LAPTM5/EIF2AK3/RACK1	3
GO:0016482	cytosolic transport	3/90	104/6656	0.1658549908222799	0.5533506405817911	0.5127549031907324	LAPTM5/PIKFYVE/STX5	3
GO:0050852	T cell receptor signaling pathway	3/90	105/6656	0.16916563379330407	0.5533506405817911	0.5127549031907324	LAPTM5/ELF1/TRBC2	3
GO:0035148	tube formation	2/90	55/6656	0.1700983597883449	0.5533506405817911	0.5127549031907324	STK4/VASP	2
GO:0140013	meiotic nuclear division	2/90	55/6656	0.1700983597883449	0.5533506405817911	0.5127549031907324	CCNB1IP1/STAG3	2
GO:1904019	epithelial cell apoptotic process	2/90	55/6656	0.1700983597883449	0.5533506405817911	0.5127549031907324	STK4/BCL2	2
GO:0006875	cellular metal ion homeostasis	4/90	161/6656	0.17301754645041598	0.5533506405817911	0.5127549031907324	CD19/ATP2B1/BCL2/CAMK2D	4
GO:0001974	blood vessel remodeling	1/90	14/6656	0.17368732648889407	0.5533506405817911	0.5127549031907324	MEF2C	1
GO:0002320	lymphoid progenitor cell differentiation	1/90	14/6656	0.17368732648889407	0.5533506405817911	0.5127549031907324	BCL2	1
GO:0003407	neural retina development	1/90	14/6656	0.17368732648889407	0.5533506405817911	0.5127549031907324	ATP2B1	1
GO:0006656	phosphatidylcholine biosynthetic process	1/90	14/6656	0.17368732648889407	0.5533506405817911	0.5127549031907324	CHPT1	1
GO:0006896	Golgi to vacuole transport	1/90	14/6656	0.17368732648889407	0.5533506405817911	0.5127549031907324	LAPTM5	1
GO:0006972	hyperosmotic response	1/90	14/6656	0.17368732648889407	0.5533506405817911	0.5127549031907324	RCSD1	1
GO:0007131	reciprocal meiotic recombination	1/90	14/6656	0.17368732648889407	0.5533506405817911	0.5127549031907324	CCNB1IP1	1
GO:0010573	vascular endothelial growth factor production	1/90	14/6656	0.17368732648889407	0.5533506405817911	0.5127549031907324	EIF2AK3	1
GO:0010613	positive regulation of cardiac muscle hypertrophy	1/90	14/6656	0.17368732648889407	0.5533506405817911	0.5127549031907324	CAMK2D	1
GO:0014742	positive regulation of muscle hypertrophy	1/90	14/6656	0.17368732648889407	0.5533506405817911	0.5127549031907324	CAMK2D	1
GO:0014904	myotube cell development	1/90	14/6656	0.17368732648889407	0.5533506405817911	0.5127549031907324	BCL2	1
GO:0016074	sno(s)RNA metabolic process	1/90	14/6656	0.17368732648889407	0.5533506405817911	0.5127549031907324	ZCCHC7	1
GO:0016266	O-glycan processing	1/90	14/6656	0.17368732648889407	0.5533506405817911	0.5127549031907324	ST6GAL1	1
GO:0019748	secondary metabolic process	1/90	14/6656	0.17368732648889407	0.5533506405817911	0.5127549031907324	BCL2	1
GO:0032482	Rab protein signal transduction	1/90	14/6656	0.17368732648889407	0.5533506405817911	0.5127549031907324	RAB30	1
GO:0032770	positive regulation of monooxygenase activity	1/90	14/6656	0.17368732648889407	0.5533506405817911	0.5127549031907324	FCER2	1
GO:0035094	response to nicotine	1/90	14/6656	0.17368732648889407	0.5533506405817911	0.5127549031907324	BCL2	1
GO:0036003	positive regulation of transcription from RNA polymerase II promoter in response to stress	1/90	14/6656	0.17368732648889407	0.5533506405817911	0.5127549031907324	KLF2	1
GO:0043558	regulation of translational initiation in response to stress	1/90	14/6656	0.17368732648889407	0.5533506405817911	0.5127549031907324	EIF2AK3	1
GO:0046639	negative regulation of alpha-beta T cell differentiation	1/90	14/6656	0.17368732648889407	0.5533506405817911	0.5127549031907324	IL4R	1
GO:0048384	retinoic acid receptor signaling pathway	1/90	14/6656	0.17368732648889407	0.5533506405817911	0.5127549031907324	KLF2	1
GO:0050795	regulation of behavior	1/90	14/6656	0.17368732648889407	0.5533506405817911	0.5127549031907324	MEF2C	1
GO:0060142	regulation of syncytium formation by plasma membrane fusion	1/90	14/6656	0.17368732648889407	0.5533506405817911	0.5127549031907324	IL4R	1
GO:0072028	nephron morphogenesis	1/90	14/6656	0.17368732648889407	0.5533506405817911	0.5127549031907324	BCL2	1
GO:0072088	nephron epithelium morphogenesis	1/90	14/6656	0.17368732648889407	0.5533506405817911	0.5127549031907324	BCL2	1
GO:0140115	export across plasma membrane	1/90	14/6656	0.17368732648889407	0.5533506405817911	0.5127549031907324	ATP2B1	1
GO:0140527	reciprocal homologous recombination	1/90	14/6656	0.17368732648889407	0.5533506405817911	0.5127549031907324	CCNB1IP1	1
GO:1904874	positive regulation of telomerase RNA localization to Cajal body	1/90	14/6656	0.17368732648889407	0.5533506405817911	0.5127549031907324	NAF1	1
GO:0018107	peptidyl-threonine phosphorylation	2/90	56/6656	0.17493063534516254	0.5533506405817911	0.5127549031907324	BCL2/CAMK2D	2
GO:0030178	negative regulation of Wnt signaling pathway	2/90	56/6656	0.17493063534516254	0.5533506405817911	0.5127549031907324	STK4/RACK1	2
GO:1903305	regulation of regulated secretory pathway	2/90	56/6656	0.17493063534516254	0.5533506405817911	0.5127549031907324	IL4R/BLK	2
GO:0003006	developmental process involved in reproduction	6/90	279/6656	0.17522037138766333	0.5533506405817911	0.5127549031907324	PAX5/ADAM28/EAF2/STK4/BCL2/CCNB1IP1	6
GO:0002700	regulation of production of molecular mediator of immune response	3/90	107/6656	0.17584480547111114	0.5533506405817911	0.5127549031907324	CD22/IL4R/LAPTM5	3
GO:0050730	regulation of peptidyl-tyrosine phosphorylation	3/90	107/6656	0.17584480547111114	0.5533506405817911	0.5127549031907324	BANK1/PARP14/RACK1	3
GO:0000302	response to reactive oxygen species	3/90	108/6656	0.1792123240017033	0.5533506405817911	0.5127549031907324	KLF2/RACK1/BCL2	3
GO:0001935	endothelial cell proliferation	2/90	57/6656	0.17978516865606006	0.5533506405817911	0.5127549031907324	MEF2C/POLD4	2
GO:0045664	regulation of neuron differentiation	2/90	57/6656	0.17978516865606006	0.5533506405817911	0.5127549031907324	MEF2C/BCL2	2
GO:0007276	gamete generation	5/90	222/6656	0.18095973569432555	0.5533506405817911	0.5127549031907324	PAX5/ADAM28/IL4R/BCL2/CCNB1IP1	5
GO:1903037	regulation of leukocyte cell-cell adhesion	5/90	222/6656	0.18095973569432555	0.5533506405817911	0.5127549031907324	TNFRSF13C/IL4R/LAPTM5/RHOH/CD83	5
GO:0050870	positive regulation of T cell activation	4/90	164/6656	0.1810548050061937	0.5533506405817911	0.5127549031907324	TNFRSF13C/IL4R/RHOH/CD83	4
GO:0034763	negative regulation of transmembrane transport	2/90	58/6656	0.18466049712594046	0.5533506405817911	0.5127549031907324	BCL2/CAMK2D	2
GO:0098586	cellular response to virus	2/90	58/6656	0.18466049712594046	0.5533506405817911	0.5127549031907324	POU2AF1/POU2F2	2
GO:0001562	response to protozoan	1/90	15/6656	0.18488397518145616	0.5533506405817911	0.5127549031907324	IL4R	1
GO:0001937	negative regulation of endothelial cell proliferation	1/90	15/6656	0.18488397518145616	0.5533506405817911	0.5127549031907324	MEF2C	1
GO:0002828	regulation of type 2 immune response	1/90	15/6656	0.18488397518145616	0.5533506405817911	0.5127549031907324	IL4R	1
GO:0003179	heart valve morphogenesis	1/90	15/6656	0.18488397518145616	0.5533506405817911	0.5127549031907324	MEF2C	1
GO:0009219	pyrimidine deoxyribonucleotide metabolic process	1/90	15/6656	0.18488397518145616	0.5533506405817911	0.5127549031907324	NEIL1	1
GO:0010661	positive regulation of muscle cell apoptotic process	1/90	15/6656	0.18488397518145616	0.5533506405817911	0.5127549031907324	CAMK2D	1
GO:0016075	rRNA catabolic process	1/90	15/6656	0.18488397518145616	0.5533506405817911	0.5127549031907324	ZCCHC7	1
GO:0030220	platelet formation	1/90	15/6656	0.18488397518145616	0.5533506405817911	0.5127549031907324	MEF2C	1
GO:0031018	endocrine pancreas development	1/90	15/6656	0.18488397518145616	0.5533506405817911	0.5127549031907324	EIF2AK3	1
GO:0032801	receptor catabolic process	1/90	15/6656	0.18488397518145616	0.5533506405817911	0.5127549031907324	LAPTM5	1
GO:0033137	negative regulation of peptidyl-serine phosphorylation	1/90	15/6656	0.18488397518145616	0.5533506405817911	0.5127549031907324	RACK1	1
GO:0036499	PERK-mediated unfolded protein response	1/90	15/6656	0.18488397518145616	0.5533506405817911	0.5127549031907324	EIF2AK3	1
GO:0042832	defense response to protozoan	1/90	15/6656	0.18488397518145616	0.5533506405817911	0.5127549031907324	IL4R	1
GO:0048261	negative regulation of receptor-mediated endocytosis	1/90	15/6656	0.18488397518145616	0.5533506405817911	0.5127549031907324	ANKRD13A	1
GO:0048536	spleen development	1/90	15/6656	0.18488397518145616	0.5533506405817911	0.5127549031907324	BCL2	1
GO:0048701	embryonic cranial skeleton morphogenesis	1/90	15/6656	0.18488397518145616	0.5533506405817911	0.5127549031907324	PAX5	1
GO:0048873	homeostasis of number of cells within a tissue	1/90	15/6656	0.18488397518145616	0.5533506405817911	0.5127549031907324	BCL2	1
GO:0051963	regulation of synapse assembly	1/90	15/6656	0.18488397518145616	0.5533506405817911	0.5127549031907324	MEF2C	1
GO:0051966	regulation of synaptic transmission, glutamatergic	1/90	15/6656	0.18488397518145616	0.5533506405817911	0.5127549031907324	MEF2C	1
GO:0060350	endochondral bone morphogenesis	1/90	15/6656	0.18488397518145616	0.5533506405817911	0.5127549031907324	MEF2C	1
GO:0060428	lung epithelium development	1/90	15/6656	0.18488397518145616	0.5533506405817911	0.5127549031907324	KLF2	1
GO:0070296	sarcoplasmic reticulum calcium ion transport	1/90	15/6656	0.18488397518145616	0.5533506405817911	0.5127549031907324	CAMK2D	1
GO:0071025	RNA surveillance	1/90	15/6656	0.18488397518145616	0.5533506405817911	0.5127549031907324	ZCCHC7	1
GO:0071548	response to dexamethasone	1/90	15/6656	0.18488397518145616	0.5533506405817911	0.5127549031907324	USP8	1
GO:0086001	cardiac muscle cell action potential	1/90	15/6656	0.18488397518145616	0.5533506405817911	0.5127549031907324	CAMK2D	1
GO:0086003	cardiac muscle cell contraction	1/90	15/6656	0.18488397518145616	0.5533506405817911	0.5127549031907324	CAMK2D	1
GO:0090382	phagosome maturation	1/90	15/6656	0.18488397518145616	0.5533506405817911	0.5127549031907324	PIKFYVE	1
GO:1901031	regulation of response to reactive oxygen species	1/90	15/6656	0.18488397518145616	0.5533506405817911	0.5127549031907324	RACK1	1
GO:1903307	positive regulation of regulated secretory pathway	1/90	15/6656	0.18488397518145616	0.5533506405817911	0.5127549031907324	IL4R	1
GO:1903670	regulation of sprouting angiogenesis	1/90	15/6656	0.18488397518145616	0.5533506405817911	0.5127549031907324	KLF2	1
GO:0045597	positive regulation of cell differentiation	7/90	347/6656	0.18818811606292685	0.5533506405817911	0.5127549031907324	IL4R/RHOH/STK4/CD83/MEF2C/JUND/BCL2	7
GO:0048667	cell morphogenesis involved in neuron differentiation	4/90	167/6656	0.1892166402572922	0.5533506405817911	0.5127549031907324	RHOH/VASP/MEF2C/BCL2	4
GO:0003018	vascular process in circulatory system	2/90	59/6656	0.18955519281697253	0.5533506405817911	0.5127549031907324	ATP2B1/KLF2	2
GO:0007272	ensheathment of neurons	2/90	59/6656	0.18955519281697253	0.5533506405817911	0.5127549031907324	EIF2AK3/PIKFYVE	2
GO:0008366	axon ensheathment	2/90	59/6656	0.18955519281697253	0.5533506405817911	0.5127549031907324	EIF2AK3/PIKFYVE	2
GO:0018210	peptidyl-threonine modification	2/90	59/6656	0.18955519281697253	0.5533506405817911	0.5127549031907324	BCL2/CAMK2D	2
GO:0042552	myelination	2/90	59/6656	0.18955519281697253	0.5533506405817911	0.5127549031907324	EIF2AK3/PIKFYVE	2
GO:1903522	regulation of blood circulation	2/90	59/6656	0.18955519281697253	0.5533506405817911	0.5127549031907324	ATP2B1/CAMK2D	2
GO:0010562	positive regulation of phosphorus metabolic process	7/90	348/6656	0.1900527549849997	0.5533506405817911	0.5127549031907324	BANK1/CD19/STK4/MEF2C/PARP14/RACK1/BCL2	7
GO:0045937	positive regulation of phosphate metabolic process	7/90	348/6656	0.1900527549849997	0.5533506405817911	0.5127549031907324	BANK1/CD19/STK4/MEF2C/PARP14/RACK1/BCL2	7
GO:0030335	positive regulation of cell migration	5/90	226/6656	0.1902294992332538	0.5533506405817911	0.5127549031907324	RRAS2/STK4/MGAT5/RACK1/BCL2	5
GO:0007268	chemical synaptic transmission	4/90	168/6656	0.19196380639494728	0.5533506405817911	0.5127549031907324	SYPL1/MEF2C/USP8/P2RX5	4
GO:0098916	anterograde trans-synaptic signaling	4/90	168/6656	0.19196380639494728	0.5533506405817911	0.5127549031907324	SYPL1/MEF2C/USP8/P2RX5	4
GO:0060249	anatomical structure homeostasis	3/90	112/6656	0.1928569190249311	0.5533506405817911	0.5127549031907324	ATP2B1/JCHAIN/BCL2	3
GO:0002698	negative regulation of immune effector process	2/90	60/6656	0.19446786179640066	0.5533506405817911	0.5127549031907324	CD22/IL4R	2
GO:0021915	neural tube development	2/90	60/6656	0.19446786179640066	0.5533506405817911	0.5127549031907324	STK4/VASP	2
GO:0048705	skeletal system morphogenesis	2/90	60/6656	0.19446786179640066	0.5533506405817911	0.5127549031907324	PAX5/MEF2C	2
GO:1905897	regulation of response to endoplasmic reticulum stress	2/90	60/6656	0.19446786179640066	0.5533506405817911	0.5127549031907324	EIF2AK3/RACK1	2
GO:0099537	trans-synaptic signaling	4/90	169/6656	0.1947238445810897	0.5533506405817911	0.5127549031907324	SYPL1/MEF2C/USP8/P2RX5	4
GO:0002920	regulation of humoral immune response	1/90	16/6656	0.19593057091006183	0.5533506405817911	0.5127549031907324	FCER2	1
GO:0006040	amino sugar metabolic process	1/90	16/6656	0.19593057091006183	0.5533506405817911	0.5127549031907324	ST6GAL1	1
GO:0007520	myoblast fusion	1/90	16/6656	0.19593057091006183	0.5533506405817911	0.5127549031907324	IL4R	1
GO:0010559	regulation of glycoprotein biosynthetic process	1/90	16/6656	0.19593057091006183	0.5533506405817911	0.5127549031907324	BCL2	1
GO:0010665	regulation of cardiac muscle cell apoptotic process	1/90	16/6656	0.19593057091006183	0.5533506405817911	0.5127549031907324	CAMK2D	1
GO:0031061	negative regulation of histone methylation	1/90	16/6656	0.19593057091006183	0.5533506405817911	0.5127549031907324	PAX5	1
GO:0031670	cellular response to nutrient	1/90	16/6656	0.19593057091006183	0.5533506405817911	0.5127549031907324	ATP2B1	1
GO:0034110	regulation of homotypic cell-cell adhesion	1/90	16/6656	0.19593057091006183	0.5533506405817911	0.5127549031907324	BLK	1
GO:0035329	hippo signaling	1/90	16/6656	0.19593057091006183	0.5533506405817911	0.5127549031907324	STK4	1
GO:0035850	epithelial cell differentiation involved in kidney development	1/90	16/6656	0.19593057091006183	0.5533506405817911	0.5127549031907324	MEF2C	1
GO:0043537	negative regulation of blood vessel endothelial cell migration	1/90	16/6656	0.19593057091006183	0.5533506405817911	0.5127549031907324	MEF2C	1
GO:0046426	negative regulation of receptor signaling pathway via JAK-STAT	1/90	16/6656	0.19593057091006183	0.5533506405817911	0.5127549031907324	PARP14	1
GO:0046621	negative regulation of organ growth	1/90	16/6656	0.19593057091006183	0.5533506405817911	0.5127549031907324	STK4	1
GO:0046629	gamma-delta T cell activation	1/90	16/6656	0.19593057091006183	0.5533506405817911	0.5127549031907324	GPR18	1
GO:0048645	animal organ formation	1/90	16/6656	0.19593057091006183	0.5533506405817911	0.5127549031907324	MEF2C	1
GO:0050765	negative regulation of phagocytosis	1/90	16/6656	0.19593057091006183	0.5533506405817911	0.5127549031907324	RACK1	1
GO:0050999	regulation of nitric-oxide synthase activity	1/90	16/6656	0.19593057091006183	0.5533506405817911	0.5127549031907324	FCER2	1
GO:0061005	cell differentiation involved in kidney development	1/90	16/6656	0.19593057091006183	0.5533506405817911	0.5127549031907324	MEF2C	1
